ANYO,DEPTO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
2012,CASANARE,2,8,2,5,2,4,3,3,3,3,1,3,2,4,2,0,6,1,6,4,7,7,5,5,2,5,6,2,0,2,2,2,1,4,4,4,4,3,2,4,7,3,1,2,6,6,3,3,10,3,6,6,
2012,CAUCA,0,2,3,5,5,3,4,2,5,3,1,2,1,1,1,6,2,2,3,1,6,5,3,4,3,0,1,3,1,1,1,3,2,2,1,2,1,4,1,1,2,3,3,1,3,2,5,4,2,3,3,3,
2012,CESAR,4,3,4,2,1,5,0,2,3,10,1,3,1,3,2,5,4,5,8,5,10,12,11,8,17,9,7,7,7,9,1,9,7,6,12,9,8,10,7,2,6,1,5,5,6,6,10,6,2,5,7,2,
2012,CHOCO,3,4,2,4,5,4,5,3,3,3,8,4,1,1,1,2,3,7,8,4,8,4,3,2,4,4,4,2,2,3,3,2,4,1,3,7,5,2,4,3,3,7,1,1,2,1,6,1,3,4,4,0,
2012,CORDOBA,2,8,10,6,4,5,0,0,4,3,5,3,4,1,2,6,6,0,5,4,2,5,10,10,4,4,7,6,5,3,5,6,4,7,10,7,10,7,3,8,7,6,4,4,2,5,8,0,9,5,6,7,
2012,CUNDINAMARCA,4,0,1,0,1,0,0,0,1,4,0,1,1,3,2,2,2,0,1,1,3,2,3,1,0,5,0,1,0,4,1,2,0,0,0,0,1,2,3,0,3,1,0,2,0,0,1,0,3,2,2,0,
2012,EXTERIOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2012,GUAINIA,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,
2012,GUAJIRA,1,1,3,5,1,1,0,1,0,2,4,1,0,1,0,1,1,2,3,2,1,1,1,3,4,2,3,3,5,0,0,3,1,1,2,0,5,1,1,1,1,1,3,1,5,2,0,2,0,2,1,0,
2012,GUAVIARE,1,5,2,3,2,2,2,2,2,3,3,3,3,0,1,2,2,3,4,1,2,1,3,0,5,0,2,3,0,3,1,3,2,1,4,0,0,0,2,2,0,1,3,0,1,1,1,2,2,2,0,0,
2012,HUILA,1,1,4,2,1,2,1,0,3,0,1,6,3,4,4,1,3,1,4,0,3,3,2,3,2,3,1,2,3,3,1,0,1,2,1,2,2,3,3,2,3,2,2,1,2,2,0,2,2,1,4,2,
2012,MAGDALENA,3,4,4,1,3,3,3,4,4,3,2,3,2,1,1,2,4,4,4,4,5,5,1,0,5,2,5,5,4,4,1,2,4,2,2,3,5,4,2,2,7,2,3,5,4,3,6,6,7,6,3,0,
2012,META,9,5,7,5,1,2,7,3,0,1,5,5,4,4,8,4,10,6,6,7,3,10,1,4,4,5,5,4,5,3,5,5,1,1,4,3,3,5,4,6,5,4,5,8,5,2,2,5,6,3,3,3,
2012,NARINYO,2,2,3,2,5,1,2,1,4,0,2,3,2,3,0,4,3,3,2,6,2,2,1,2,4,6,2,4,2,5,0,0,1,3,6,0,1,2,2,1,4,4,0,1,2,1,2,3,3,1,2,1,
2012,NORTE SANTANDER,2,3,6,9,7,3,3,5,2,7,2,4,2,5,3,3,3,7,5,7,2,5,4,0,5,6,7,6,4,3,1,4,4,5,3,5,10,5,4,9,2,7,3,4,7,8,7,2,8,3,3,3,
2012,PUTUMAYO,3,2,4,2,3,1,2,4,4,4,2,3,0,2,4,3,4,0,3,2,6,0,1,1,4,1,1,2,1,2,3,0,0,1,2,1,5,1,1,4,3,2,1,2,1,5,3,8,1,1,6,5,
2012,QUINDIO,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,
2012,RISARALDA,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,1,3,0,0,3,1,0,1,0,0,0,0,1,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2012,SANTANDER,2,4,1,4,3,5,3,4,0,5,1,4,1,4,1,8,6,4,2,4,5,8,6,1,3,2,4,8,4,2,2,2,3,2,1,0,2,6,5,5,4,5,8,5,5,7,7,7,6,2,3,6,
2012,SUCRE,1,1,4,5,2,1,3,2,2,2,1,0,3,1,1,3,1,2,9,6,7,3,1,4,5,3,3,4,7,5,3,1,6,5,2,3,6,1,4,2,3,5,7,2,7,4,0,5,7,5,2,3,
2012,TOLIMA,5,2,3,2,2,1,2,1,6,2,2,2,4,0,7,1,2,3,0,2,1,1,0,1,1,3,0,2,0,0,2,1,0,3,3,1,1,2,0,0,5,4,2,2,2,1,3,3,1,3,4,1,
2012,VALLE,1,3,4,3,2,2,2,1,1,1,4,1,4,1,5,1,3,2,0,3,2,2,2,1,2,3,1,3,4,4,3,2,0,4,1,2,2,1,1,0,3,0,4,0,1,2,2,1,3,0,1,0,
2012,VAUPES,2,1,3,0,1,1,1,1,1,0,0,2,0,1,2,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,2,0,1,1,1,0,0,0,1,0,4,1,2,1,0,
2012,VICHADA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1,2,0,2,0,0,3,1,0,1,0,1,0,0,1,1,1,0,1,0,0,
2013,AMAZONAS,0,0,2,1,2,0,2,2,0,0,2,0,3,1,2,3,0,2,2,1,0,1,1,4,2,1,1,1,1,2,1,0,1,0,1,1,2,0,0,1,0,1,1,1,1,2,1,2,2,1,1,1,
2013,ANTIOQUIA,13,14,13,12,20,8,10,5,15,15,15,11,9,18,19,10,7,19,12,13,18,15,15,14,19,12,15,9,8,9,16,15,9,11,17,10,18,7,12,17,21,11,14,13,8,15,18,13,11,10,9,8,
2013,ARAUCA,2,6,3,0,1,3,3,1,0,5,1,2,0,1,1,2,1,1,3,1,1,1,1,1,3,1,5,3,4,4,2,2,2,4,3,0,1,2,1,4,2,3,1,5,0,1,2,2,5,1,3,2,
2013,ATLANTICO,3,4,2,2,5,1,1,4,2,1,0,3,2,2,3,2,2,2,3,3,4,4,2,1,2,0,3,2,2,0,3,0,2,2,5,0,3,3,4,3,5,3,2,3,1,4,3,4,2,5,2,2,
2013,BOGOTA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,BOLIVAR,5,8,7,9,6,1,2,2,6,6,10,4,0,6,10,3,5,12,7,14,3,4,5,11,9,8,5,9,2,6,7,5,10,6,8,7,16,6,6,8,6,7,4,7,3,8,1,7,5,1,9,6,
2013,BOYACA,4,3,2,0,0,2,3,0,2,1,0,1,0,3,2,1,4,0,1,3,1,2,4,2,1,4,1,1,1,1,0,2,2,0,2,4,0,1,2,0,3,1,3,2,1,2,0,0,1,4,1,1,
2013,CALDAS,1,0,1,0,0,1,2,0,3,4,1,4,1,0,2,0,1,2,1,1,0,3,1,5,3,2,2,2,2,0,1,1,1,1,0,1,1,1,2,0,2,2,1,0,2,1,0,0,0,1,0,2,
2013,CAQUETA,10,1,9,4,5,4,5,0,1,10,3,1,7,7,3,8,8,2,0,3,3,2,1,2,1,0,1,3,3,2,4,5,0,4,0,6,1,9,1,1,6,0,8,0,0,3,4,2,1,1,3,2,
2013,CASANARE,1,2,2,0,0,6,0,2,1,2,4,0,3,2,3,5,2,3,2,4,3,6,5,7,1,4,6,6,4,1,8,3,1,11,2,3,5,3,10,6,5,1,2,4,1,3,8,12,7,6,8,9,
2013,CAUCA,5,11,4,7,2,10,4,2,1,7,2,4,2,7,3,8,6,3,2,6,6,4,2,3,1,2,2,2,1,4,5,6,5,1,4,3,1,3,3,6,3,1,2,1,2,2,1,6,3,5,0,0,
2013,CESAR,5,6,2,3,4,1,4,3,1,1,3,2,3,6,2,7,8,6,2,20,7,8,2,8,9,10,8,13,9,8,7,13,6,11,7,10,10,6,9,4,7,6,5,11,1,6,4,4,4,3,4,1,
2013,CHOCO,6,9,4,3,7,8,7,3,3,6,2,1,2,12,5,5,6,4,2,0,2,3,7,2,5,4,6,6,1,2,3,3,2,3,3,7,2,2,2,4,3,0,4,1,3,4,2,7,4,9,5,0,
2013,CORDOBA,6,4,3,1,4,2,4,0,2,6,3,5,2,5,7,3,4,3,2,5,8,4,7,8,8,11,10,4,4,5,2,7,13,6,10,8,3,7,11,11,7,8,12,1,4,6,13,8,2,5,4,3,
2013,CUNDINAMARCA,1,0,5,1,1,2,2,1,1,1,1,4,1,2,0,0,2,1,1,1,1,5,2,0,2,1,0,2,0,0,1,0,3,0,4,1,3,2,2,1,0,0,1,3,1,3,3,2,3,2,0,0,
2013,EXTERIOR,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2013,GUAINIA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,GUAJIRA,0,1,1,1,0,1,1,1,1,2,4,1,0,0,2,1,1,2,1,1,2,4,4,3,2,2,4,1,1,0,5,1,2,1,4,3,2,1,2,1,3,2,5,3,4,4,1,2,4,1,4,0,
2013,GUAVIARE,2,1,1,1,3,2,1,1,0,1,2,2,1,1,0,1,1,2,2,1,4,2,0,3,4,2,2,1,1,1,1,0,0,1,0,0,1,1,0,1,2,3,3,2,0,1,3,3,3,2,1,0,
2013,HUILA,3,0,7,2,1,0,2,3,3,8,5,3,3,2,2,1,2,4,6,2,5,5,4,3,4,1,2,4,4,1,2,3,4,3,1,1,3,0,1,2,4,4,4,4,4,3,6,2,1,0,2,5,
2013,MAGDALENA,3,9,4,7,3,4,3,1,1,0,0,2,2,4,5,7,3,3,8,2,2,3,1,5,2,3,1,5,1,1,6,4,5,5,7,4,9,5,3,6,7,4,2,4,6,4,3,3,1,1,2,0,
2013,META,7,2,3,9,6,3,9,3,5,2,4,2,9,4,8,8,6,7,4,10,10,9,2,8,11,8,10,6,5,4,4,4,3,11,3,4,2,1,5,3,8,4,9,1,2,2,3,4,6,2,5,5,
2013,NARINYO,9,5,0,2,2,1,2,0,1,4,3,2,0,2,2,1,3,4,1,1,3,7,2,6,3,3,5,5,2,3,0,3,0,2,3,6,3,2,1,1,4,4,2,2,3,2,4,2,3,4,1,2,
2013,NORTE SANTANDER,4,3,10,14,9,11,8,10,5,5,6,4,4,6,6,6,11,3,7,14,7,5,6,11,6,10,5,3,3,8,4,1,5,5,7,2,7,7,9,9,10,8,9,3,5,9,12,6,7,5,4,2,
2013,PUTUMAYO,4,4,4,1,1,2,2,4,3,8,0,4,3,6,7,4,3,1,0,2,2,5,4,2,1,1,2,5,3,0,2,5,0,1,1,2,1,1,1,2,0,4,1,0,0,2,0,2,1,2,7,3,
2013,QUINDIO,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,
2013,RISARALDA,2,1,2,0,1,1,3,0,2,2,2,1,1,0,0,1,1,1,1,1,2,0,4,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,3,1,0,1,2,2,0,0,0,2,0,2,1,0,
2013,SANTANDER,0,5,3,0,6,5,3,2,6,5,3,1,5,4,6,5,7,3,4,4,10,0,7,3,3,2,3,2,4,6,3,4,7,4,5,0,3,4,3,3,7,3,3,0,3,2,6,4,9,5,5,5,
2013,SUCRE,6,5,1,3,3,0,3,4,3,6,2,1,0,2,0,4,4,3,5,0,5,3,1,5,7,2,8,8,5,5,6,3,1,2,5,1,3,5,2,1,2,3,3,5,2,3,2,4,1,3,2,1,
2013,TOLIMA,6,3,9,6,2,1,3,2,2,5,3,2,0,6,4,5,3,2,5,2,1,1,1,3,0,1,2,2,2,1,1,1,3,4,5,1,4,3,1,3,1,2,5,1,5,2,3,2,2,4,1,3,
2013,VALLE,0,2,2,2,1,2,2,4,2,0,1,1,1,5,2,3,1,1,2,0,0,2,5,6,1,2,2,4,4,2,1,0,0,1,1,2,2,1,5,1,0,0,0,0,0,1,1,2,1,0,0,0,
2013,VAUPES,2,0,2,1,1,2,1,2,0,1,1,0,0,0,2,1,2,0,1,0,0,1,2,3,2,1,3,0,2,0,0,1,0,0,1,1,2,0,0,3,0,0,0,0,1,0,1,0,0,1,3,2,
2013,VICHADA,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,5,1,0,1,0,4,0,0,1,2,1,3,2,2,0,4,2,0,0,0,1,0,1,1,0,0,2,0,1,3,1,1,0,
2014,AMAZONAS,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,3,0,0,0,0,0,1,2,1,0,1,2,4,1,0,1,1,1,0,2,0,1,1,2,0,2,1
2014,ANTIOQUIA,11,9,9,19,19,13,5,11,16,13,13,15,10,11,11,7,22,8,22,10,20,16,18,13,11,13,15,16,17,13,16,16,11,15,13,12,14,15,16,15,14,13,19,9,17,22,15,16,14,12,8,8,3
2014,ARAUCA,2,0,4,3,3,0,0,0,2,5,0,1,3,1,1,0,2,3,3,2,1,2,7,3,5,4,0,4,3,4,2,3,1,2,1,1,2,2,2,1,2,6,2,5,3,3,2,1,4,4,1,2,1
2014,ATLANTICO,4,4,1,0,2,0,0,4,4,3,1,3,1,4,1,1,0,2,3,1,4,0,3,1,7,2,1,4,4,3,3,2,2,2,0,2,2,2,4,6,2,5,4,7,8,5,5,3,4,2,3,1,4
2014,BOGOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BOLIVAR,9,5,4,8,7,5,8,2,6,6,1,4,4,7,3,5,4,11,6,10,7,4,7,7,9,2,4,3,5,3,6,4,2,9,6,2,11,3,7,4,5,3,13,4,12,9,7,9,5,8,7,4,3
2014,BOYACA,1,3,0,2,1,1,1,0,0,1,4,0,0,2,3,1,2,4,3,2,2,1,0,1,0,1,2,2,0,2,1,0,2,3,4,0,0,2,0,1,5,3,1,0,1,4,3,2,3,0,0,1,2
2014,CALDAS,1,1,0,0,2,3,0,2,2,2,2,2,1,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,1,2,1,2,1,0,1,4,3,1,3,2,1,3,1,1,1,0,1,4,2,0
2014,CAQUETA,12,6,8,4,5,3,3,4,7,7,2,5,11,5,1,3,2,0,0,6,10,5,4,5,4,2,5,5,5,0,5,2,4,10,2,1,5,0,3,5,5,2,3,7,6,2,1,4,2,7,8,2,2
2014,CASANARE,5,4,1,1,3,2,1,1,7,2,2,3,3,6,1,1,3,0,0,4,4,8,1,3,5,3,7,1,1,8,1,5,3,1,2,4,2,4,5,5,0,1,3,2,3,3,4,6,6,5,5,5,4
2014,CAUCA,11,3,4,6,4,2,7,5,4,1,4,2,0,2,2,6,5,3,7,4,4,8,0,6,8,2,3,1,2,7,1,8,1,0,2,2,4,3,1,4,6,10,3,3,4,3,0,2,4,4,5,2,3
2014,CESAR,3,9,6,5,2,6,4,3,5,4,1,7,2,9,5,3,6,7,6,7,9,8,6,7,6,5,10,8,11,4,4,1,4,6,9,4,9,5,4,1,3,2,3,8,1,6,11,5,3,4,8,6,5
2014,CHOCO,6,3,2,3,9,7,6,2,8,4,2,2,3,3,3,4,3,5,2,5,2,2,5,4,3,7,3,2,0,3,1,9,4,9,6,3,1,1,4,4,8,5,6,5,6,3,7,2,5,3,2,3,4
2014,CORDOBA,4,5,3,7,2,5,3,2,2,2,1,2,6,2,5,6,2,2,5,1,3,6,2,5,2,5,8,5,6,10,2,8,7,7,4,6,8,9,9,12,8,6,11,0,4,2,10,2,2,2,3,4,2
2014,CUNDINAMARCA,3,4,0,1,1,2,1,1,0,2,2,2,2,1,1,1,1,4,2,2,0,3,2,0,0,4,1,0,2,1,0,0,0,3,2,1,1,1,4,2,3,2,0,1,5,4,2,1,0,0,0,4,0
2014,EXTERIOR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,GUAINIA,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,GUAJIRA,0,0,1,1,2,6,2,2,1,0,0,2,1,0,0,2,3,0,1,2,2,1,2,2,0,2,1,0,1,0,0,2,3,4,2,3,3,0,1,0,3,2,2,0,4,3,0,0,2,1,2,2,2
2014,GUAVIARE,3,2,0,1,0,1,0,5,2,1,0,2,0,1,2,2,3,3,2,3,0,0,4,1,1,4,1,3,2,1,0,0,2,1,1,0,0,0,2,0,2,0,1,1,2,2,2,0,2,0,3,1,0
2014,HUILA,2,4,2,3,1,4,3,3,5,0,3,3,2,4,2,2,9,3,6,0,1,1,3,1,0,0,5,3,1,3,6,3,7,2,2,0,5,4,5,5,3,6,1,1,1,2,6,5,5,5,6,5,1
2014,MAGDALENA,1,0,0,6,1,2,1,1,1,2,5,1,0,2,1,2,4,2,5,2,6,5,4,3,2,3,4,1,2,3,5,3,0,3,10,5,2,3,2,5,7,3,3,2,5,4,3,3,1,0,4,5,2
2014,META,5,6,6,7,5,1,5,4,5,6,4,5,13,8,4,9,10,7,5,4,9,11,6,8,7,8,7,4,2,6,3,8,5,7,8,5,6,6,6,4,4,2,4,7,6,3,6,5,8,2,4,3,6
2014,NARINYO,1,0,1,2,5,1,3,2,2,2,0,0,3,0,1,2,3,2,3,4,2,7,2,2,0,5,3,3,4,3,4,4,1,1,3,1,2,0,4,3,0,4,3,4,0,3,3,2,3,1,1,1,0
2014,NORTE SANTANDER,4,14,8,8,3,4,3,2,8,2,4,4,5,10,8,3,5,2,9,3,4,3,3,2,5,8,6,4,4,6,9,5,2,4,2,2,4,10,1,3,5,10,8,9,10,10,13,13,4,11,9,3,2
2014,PUTUMAYO,3,3,7,6,2,4,4,5,1,5,5,6,2,5,2,3,0,6,2,3,4,3,0,1,3,3,8,1,1,0,5,2,2,6,1,2,1,2,1,1,0,5,5,0,3,6,2,1,0,1,2,3,0
2014,QUINDIO,1,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
2014,RISARALDA,0,2,1,0,0,1,1,2,4,0,3,1,1,0,0,3,0,0,1,2,0,0,1,0,1,1,1,0,2,0,0,1,1,2,1,0,3,0,1,0,0,2,1,1,0,0,2,0,1,2,3,0,0
2014,SANTANDER,5,5,11,3,4,0,1,2,2,2,1,4,5,6,3,2,5,3,4,5,8,3,8,4,4,9,4,3,2,5,5,6,5,5,7,2,3,0,2,6,0,4,3,8,2,5,3,5,4,10,1,5,2
2014,SUCRE,0,2,1,0,1,2,4,2,1,0,2,2,1,2,1,6,3,1,0,4,2,2,1,5,8,3,10,4,4,0,2,9,2,3,5,2,2,6,1,3,6,3,3,0,5,5,0,6,3,3,4,3,0
2014,TOLIMA,2,6,2,8,3,5,7,3,4,5,4,0,1,2,2,2,0,2,3,1,4,2,3,3,1,5,1,3,0,2,1,1,1,2,3,1,3,5,0,4,1,1,1,2,3,3,1,4,2,0,1,4,1
2014,VALLE,1,3,2,3,6,1,3,2,2,0,3,4,3,0,1,2,5,5,4,1,1,3,1,1,2,1,5,6,1,3,0,4,3,0,6,2,2,0,6,2,2,0,0,1,2,4,4,0,3,2,2,1,0
2014,VAUPES,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,2,2,1,3,3,0,0,2,2,0,0,4,2,0,3,0,1,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
2014,VICHADA,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,1,1,0,1,0,0,1,1,1,2,3,2,0,2,1,1,2,3,1,2,0,2,1,2,1,3,0,2,0,1,4,0